appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,mac,windows,linux,Free to Play,Adventure,Simulation,Sports,Indie,Strategy,Early Access,Casual,Action,Racing,RPG,Single-player,MMO,Includes level editor,VR Support,Controller Support,Online,Multi-Player,co-op,Local
4560,Company of Heroes - Legacy Edition,2007-07-17,1,Relic Entertainment,SEGA,18,0,4772,320,175,186,3500000,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2007-08-07,1,Relic Entertainment,SEGA,16,0,3485,206,309,340,1500000,9.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",2007-08-07,1,Relic Entertainment,SEGA,16,0,2849,133,543,620,1500000,9.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4700,Total War: MEDIEVAL II – Definitive Edition,2006-11-15,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),0,0,10270,605,469,361,3500000,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4720,Condemned: Criminal Origins,2012-10-29,1,Monolith,SEGA,18,0,1243,221,312,312,350000,9.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4760,Rome: Total War™ - Collection,2007-08-28,1,CREATIVE ASSEMBLY,SEGA,0,0,7806,562,897,1192,1500000,8.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4770,Rome: Total War™ - Alexander,2007-08-28,1,The Creative Assembly,SEGA,0,0,331,131,33,33,750000,8.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4780,Medieval II: Total War™ Kingdoms,2007-08-28,1,The Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),0,0,585,30,0,0,350000,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4800,Heroes of Annihilated Empires,2006-11-22,1,GSC Game World,GSC Game World,0,0,259,46,0,0,75000,9.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4850,Cossacks: Back to War,2010-09-02,1,GSC Game World,GSC World Publishing,0,0,1081,143,1134,1208,150000,3.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4870,Cossacks: Art of War,2011-08-26,1,GSC Game World,GSC World Publishing,0,0,102,22,0,0,150000,3.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4880,Cossacks: European Wars,2011-08-26,1,GSC Game World,GSC World Publishing,0,0,170,66,1,1,150000,3.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4890,Cossacks II: Battle for Europe,2011-08-26,1,GSC Game World,GSC World Publishing,0,0,246,138,71,71,150000,3.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
4900,Zen of Sudoku,2006-12-14,1,Unknown Worlds Entertainment,Unknown Worlds Entertainment,0,0,122,17,0,0,10000,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4920,Natural Selection 2,2012-10-30,1,Unknown Worlds Entertainment,Unknown Worlds Entertainment,0,67,8372,1498,627,253,1500000,6.99,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
6000,STAR WARS™ Republic Commando™,2009-07-08,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,6392,379,369,265,1500000,7.19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
6010,Indiana Jones® and the Fate of Atlantis™,2009-07-08,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,597,31,419,804,150000,4.79,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6020,STAR WARS™ Jedi Knight - Jedi Academy™,2009-09-16,1,Raven Software;Aspyr (Mac),LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive,0,0,5684,330,1254,174,1500000,7.19,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
6030,STAR WARS™ Jedi Knight II - Jedi Outcast™,2009-09-16,1,Raven Software;Aspyr (Mac),LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive,0,0,2020,219,127,180,1500000,7.19,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
6040,The Dig®,2009-07-08,1,LucasArts,LucasArts,0,0,575,55,801,801,150000,4.79,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6060,"Star Wars: Battlefront 2 (Classic, 2005)",2009-07-08,1,Pandemic Studios,Lucasfilm;LucasArts;Disney Interactive,0,0,29149,2425,618,320,3500000,7.19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
6080,Thrillville®: Off the Rails™,2009-07-08,1,Frontier,LucasArts,0,0,272,38,17,17,35000,7.19,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1
6090,Armed and Dangerous®,2009-07-08,1,Planet Moon Studios,LucasArts;Lucasfilm;Disney Interactive,0,0,115,18,100,100,35000,4.79,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6120,Shank,2010-10-25,1,Klei Entertainment,Klei Entertainment,0,12,1749,227,255,363,350000,7.19,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
6200,Ghost Master®,2006-12-21,1,Sick Puppies,Strategy First,0,0,1025,164,21,21,150000,3.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6210,Vegas: Make It Big™,2006-12-21,1,Deepred,Strategy First,0,0,91,33,0,0,35000,3.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6220,FlatOut,2007-02-02,1,Bugbear Entertainment,Strategy First,0,0,1977,186,78,96,350000,4.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
6250,Making History: The Calm & the Storm,2007-03-13,1,Muzzy Lane,Strategy First,0,0,460,107,0,0,75000,3.99,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
6270,Ducati World Championship,2007-09-21,1,Artematica Entertainment,Strategy First,0,0,77,100,0,0,35000,3.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
6300,Dreamfall: The Longest Journey,2007-01-12,1,Funcom,Funcom,0,0,588,89,20,20,150000,13.99,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
6310,The Longest Journey,2007-05-01,1,Funcom,Funcom,0,0,1152,102,14,19,350000,5.99,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
6370,Bloodline Champions,2011-10-28,1,Stunlock Studios,Stunlock Studios,0,0,1365,226,70,102,750000,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
6400,Joint Task Force,2007-03-27,1,Most Wanted Entertainment,HD Publishing,0,0,100,15,0,0,35000,5.79,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1
6420,Nexus - The Jupiter Incident,2007-07-03,1,Mithis Games;THQ Nordic,HandyGames,0,0,474,90,0,0,75000,6.99,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
6510,Lost Planet™: Extreme Condition,2007-06-29,1,"CAPCOM Co., Ltd.",Capcom,0,0,569,178,74,74,350000,9.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
6550,Devil May Cry® 3 Special Edition,2007-06-12,1,"CAPCOM Co., Ltd.",Capcom,0,0,1462,1052,90,90,350000,15.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6800,Commandos: Behind Enemy Lines,2007-03-15,1,Pyro Studios,Kalypso Media Digital,0,0,1561,213,63,70,750000,3.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
6810,Commandos: Beyond the Call of Duty,2007-03-15,1,Pyro Studios,Kalypso Media Digital,0,0,404,71,12,14,750000,3.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
6830,Commandos 2: Men of Courage,2007-03-15,1,Pyro Studios,Kalypso Media Digital,0,0,1333,238,201,302,750000,3.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
6840,Commandos 3: Destination Berlin,2007-03-15,1,Pyro Studios,Kalypso Media Digital,0,0,421,265,14,20,750000,3.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
6850,Hitman 2: Silent Assassin,2007-03-15,1,Io-Interactive A/S,Io-Interactive A/S,16,0,1514,260,63,58,1500000,8.29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6860,Hitman: Blood Money,2007-03-15,1,Io-Interactive A/S,Io-Interactive A/S,18,0,5864,391,435,365,1500000,9.29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6870,Battlestations: Midway,2007-03-15,1,Eidos Interactive,Square Enix,0,0,316,113,0,0,350000,4.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6880,Just Cause,2007-03-15,1,Avalanche Studios,Square Enix,16,0,1732,846,20,25,1500000,4.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6900,Hitman: Codename 47,2007-03-15,1,IO Interactive A/S,IO Interactive A/S,18,0,1186,450,62,43,1500000,7.19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6910,Deus Ex: Game of the Year Edition,2007-03-29,1,Ion Storm,Square Enix,16,0,6242,347,324,245,1500000,4.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
6920,Deus Ex: Invisible War,2007-03-29,1,Ion Storm,Square Enix,16,0,649,433,24,31,750000,4.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6980,Thief: Deadly Shadows,2007-03-29,1,Ion Storm,Square Enix,0,0,1135,210,254,368,750000,6.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
7000,Tomb Raider: Legend,2007-03-29,1,Crystal Dynamics,Square Enix,16,0,1656,243,714,725,750000,4.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7010,Project: Snowblind,2007-03-29,1,Crystal Dynamics,Square Enix,0,0,175,61,0,0,75000,3.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
7020,Rogue Trooper,2007-03-29,1,Rebellion,Rebellion,0,0,248,15,0,0,75000,6.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
7110,Jade Empire™: Special Edition,2007-02-27,1,BioWare Corporation,BioWare Corporation;Electronic Arts,0,0,809,279,0,0,350000,8.99,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
7200,Trackmania United Forever Star Edition,2008-04-16,1,Nadeo,Ubisoft,0,0,963,55,4774,4774,150000,25.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
7210,"Runaway, A Road Adventure",2007-03-14,1,Pendulo Studios,Focus Home Interactive,0,0,236,90,14,14,150000,6.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7220,"Runaway, The Dream of The Turtle",2007-03-14,1,Pendulo Studios,Focus Home Interactive,0,0,86,65,0,0,150000,6.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7260,Loki,2007-10-05,1,Cyanide Studios,Focus Home Interactive,0,0,69,54,0,0,35000,6.99,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
7340,Azada,2010-04-21,1,Big Fish Games,Big Fish Games,0,0,8,4,0,0,10000,6.99,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7510,X-Blades,2009-04-30,1,Gaijin Entertainment,Topware Interactive,0,0,1566,981,313,341,750000,6.99,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
7520,Two Worlds II HD,2011-02-03,1,Reality Pump Studios,"Topware Interactive, ACE",0,61,3054,2051,327,403,750000,14.99,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1
7530,Two Worlds II Castle Defense,2011-06-14,1,Reality Pump Studios,Topware Interactive,0,0,153,194,320,330,350000,6.99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7600,Sid Meier's Railroads!,2007-05-04,1,Firaxis Games;Feral Interactive (Mac),2K;Feral Interactive (Mac),0,0,1114,570,165,253,750000,5.99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7610,Railroad Tycoon 3,2007-05-04,1,PopTop,2K,0,0,355,153,46,46,350000,5.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7620,Railroad Tycoon II Platinum,2007-05-04,1,PopTop,2K,0,0,420,82,1244,1261,350000,2.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7650,X-COM: Terror From the Deep,2007-05-04,1,"MicroProse Software, Inc",2K,0,0,385,32,66,82,750000,2.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7660,X-COM: Apocalypse,2008-09-04,1,"MicroProse Software, Inc",2K,0,0,417,53,18,18,750000,2.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7730,X-COM: Interceptor,2008-09-04,1,"MicroProse Software, Inc",2K,0,0,57,54,0,0,750000,2.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7760,X-COM: UFO Defense,2008-09-04,1,"MicroProse Software, Inc",2K,0,0,2165,136,2235,2224,1500000,2.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7770,X-COM: Enforcer,2008-09-04,1,"MicroProse Software, Inc",2K,0,0,146,138,0,0,750000,2.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7830,Men of War™,2009-05-06,1,Best Way,1C Entertainment;1C-SoftClub,0,0,1664,257,0,0,350000,3.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
7840,Death Track®: Resurrection,2009-05-06,1,Sky Fallen,1C Entertainment,0,0,34,50,0,0,35000,1.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
7860,NecroVision,2009-05-20,1,The Farm 51,1C Entertainment,0,0,539,270,113,113,150000,3.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
7940,Call of Duty® 4: Modern Warfare®,2007-11-12,1,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),0,0,8725,821,1417,1503,1500000,19.99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
8000,Tomb Raider: Anniversary,2007-06-05,1,Crystal Dynamics;Feral Interactive (Mac),Square Enix;Feral Interactive (Mac),16,0,1964,389,239,280,750000,6.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8080,Kane and Lynch: Dead Men™,2007-12-13,1,IO Interactive,Square Enix,0,0,1223,724,209,209,350000,4.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
8100,Conflict: Denied Ops,2008-02-08,1,Pivotal Games,Square Enix,0,0,89,103,0,0,75000,3.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8140,Tomb Raider: Underworld,2008-11-21,1,Crystal Dynamics,Square Enix,16,0,1779,594,313,565,750000,6.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8170,Battlestations Pacific,2009-05-13,1,Eidos Studio Hungary,Square Enix,0,0,1028,542,132,132,350000,6.99,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
8190,Just Cause 2,2010-03-23,1,Avalanche Studios,Square Enix,18,50,33636,3231,519,272,3500000,9.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8310,Bone: Out From Boneville,2008-06-17,1,Telltale Games,Telltale Games,0,0,78,71,0,0,150000,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8320,Bone: The Great Cow Race,2008-06-17,1,Telltale Games,Telltale Games,0,0,44,33,0,0,150000,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8330,Telltale Texas Hold ‘Em,2008-06-17,1,Telltale Games,Telltale Games,0,0,69,77,0,0,150000,1.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8340,Strong Bad's Cool Game for Attractive People: Season 1,2008-12-18,1,Telltale Games,Telltale Games,0,0,218,25,0,0,150000,22.99,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8400,Geometry Wars: Retro Evolved,2007-06-18,1,Bizarre Creations,Activision,0,0,583,62,109,109,150000,2.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
8500,EVE Online,2010-12-15,1,CCP,CCP,0,0,8317,2832,5123,230,1500000,0.0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0
8600,RACE 07,2007-10-15,1,SimBin,SimBin,0,0,1684,348,1636,218,1500000,2.49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
8790,GTR 2 FIA GT Racing Game,2012-12-12,1,SimBin Studios AB,SimBin,0,0,174,16,0,0,75000,4.99,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
8800,Civilization IV: Beyond the Sword,2007-07-24,1,Firaxis Games,2K,0,0,1396,66,108,108,1500000,5.99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8870,BioShock Infinite,2013-03-25,1,Irrational Games;Aspyr (Mac);Virtual Programming (Linux),2K;Aspyr (Mac),18,80,79442,3846,614,519,3500000,19.99,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8880,Freedom Force,2009-05-29,1,Irrational Games,2K,0,0,197,150,16,16,350000,2.99,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
8890,Freedom Force vs. the Third Reich,2009-05-29,1,Irrational Games,2K,0,0,121,28,23,23,350000,2.99,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
8930,Sid Meier's Civilization® V,2010-09-23,1,Firaxis Games;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),0,286,129030,5565,4760,1797,7500000,19.99,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
8970,Axel & Pixel,2010-10-06,1,Silver Wish Games,2K,0,12,35,14,0,0,35000,3.49,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9000,Spear of Destiny,2007-08-03,1,id Software,id Software,0,0,200,36,0,0,350000,2.49,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9010,Return to Castle Wolfenstein,2007-08-03,1,Gray Matter Studios,Bethesda-Softworks,0,0,3084,276,32,48,350000,3.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9030,QUAKE Mission Pack 2: Dissolution of Eternity,2007-08-03,1,Rogue Entertainment,id Software,0,0,143,15,88,91,350000,2.49,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9040,QUAKE Mission Pack 1: Scourge of Armagon,2007-08-03,1,Ritual Entertainment,id Software,0,0,205,13,129,152,350000,2.49,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9050,DOOM 3,2007-08-03,1,id Software,id Software,0,0,2633,376,362,394,350000,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9060,HeXen II,2007-08-03,1,Raven Software,id Software,0,0,173,39,10,10,350000,2.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
9160,Master Levels for Doom II,2007-08-03,1,id Software,id Software,0,0,310,69,7,12,750000,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9180,Commander Keen,2007-08-03,1,id Software,id Software,0,0,737,51,145,145,350000,2.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9200,RAGE,2011-10-03,1,id Software,Bethesda Softworks,16,60,9394,2882,559,392,1500000,7.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",2007-08-07,1,Relic Entertainment,SEGA,16,0,606,76,213,365,750000,9.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
9340,Company of Heroes: Opposing Fronts,2007-09-24,1,Relic Entertainment,SEGA,0,0,579,52,79,106,3500000,9.99,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9350,Supreme Commander,2011-09-28,1,Gas Powered Games,Square Enix,0,0,1065,162,306,306,1500000,8.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
9420,Supreme Commander: Forged Alliance,2011-09-28,1,Gas Powered Games,Square Enix,0,0,4969,174,803,1067,1500000,8.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm",2008-03-07,1,Relic Entertainment,SEGA,16,0,4887,286,1433,1629,1500000,9.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
9460,Frontlines™: Fuel of War™,2008-02-29,1,Kaos Studios,THQ Nordic,0,0,378,229,154,154,350000,9.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
9480,Saints Row 2,2009-01-07,1,Volition,Deep Silver,0,0,9442,2881,322,81,3500000,9.99,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9500,Gish,2007-07-20,1,Cryptic Sea,Chronic Logic,0,11,160,94,23,23,350000,5.99,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
9710,Desperados 2: Cooper's Revenge,2008-03-12,1,Spellbound,THQ Nordic,0,0,42,54,0,0,75000,6.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9760,Act of War: High Treason,2008-03-12,1,Eugen Systems,THQ Nordic,0,0,157,38,0,0,35000,1.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9800,Death to Spies,2008-03-12,1,Haggard Games,1C Entertainment,0,0,428,145,64,84,150000,3.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9850,Codename: Panzers - Cold War,2009-05-06,1,InnoGlow;Stormregion;THQ Nordic,THQ Nordic,0,0,82,56,0,0,35000,13.99,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
9880,Champions Online,2011-06-14,1,Cryptic Studios,Perfect World Entertainment,0,709,2081,823,12952,724,1500000,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
9900,Star Trek Online,2012-01-31,1,Cryptic Studios,Perfect World Entertainment,0,0,7639,2391,2514,638,1500000,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
9940,Blade Kitten,2014-05-22,1,Krome Studios,Krome Studios,0,20,746,149,222,360,75000,1.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9960,Haunted House™,2010-09-28,1,ImagineEngline,Atari,0,0,9,13,0,0,10000,4.79,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
9970,Star Raiders,2011-05-11,1,Incinerator Studios,Atari,0,12,5,24,0,0,10000,6.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9980,The UnderGarden,2010-11-10,1,Artech Studios,Retroism,0,0,48,24,23,23,35000,4.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10090,Call of Duty: World at War,2008-11-18,1,Treyarch,Activision,16,0,19595,1483,2331,1108,1500000,19.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
10100,King's Quest™ Collection,2009-07-23,1,Sierra,Activision,0,0,125,32,10,19,150000,14.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10110,Space Quest™ Collection,2009-07-23,1,Sierra,Activision,0,0,143,42,10,10,150000,9.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10120,Aces of the Galaxy™,2009-07-23,1,Artech Studios,Activision,0,0,14,16,0,0,10000,6.99,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
10130,TimeShift™,2009-07-23,1,Saber Interactive,Activision,0,0,623,159,0,0,150000,9.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
10140,3D Ultra™ Minigolf Adventures,2009-07-23,1,Wanako Games,Activision,0,0,50,28,0,0,10000,6.99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10150,Prototype™,2009-06-12,1,Radical Entertainment,Activision,0,0,3702,904,645,1001,750000,14.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
10180,Call of Duty®: Modern Warfare® 2,2009-11-11,1,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),0,50,30006,2826,999,580,7500000,19.99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
